run_id	commit	canvas_type	compile_ms	render_960_ms	render_33_wall_ms	encode_ms	ocr_similarity	resize_consistency	temporal_consistency	status	description
20260424T195856197258Z-c2-lite-glyph-static-layout-frame-scale-c37-frame-scale-014-edge075-s6000-1280x736-s6000	6ad08f2	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	33249.251	14.524	260.468	273.067	0.5634	0.9999	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T195856187345Z-c2-lite-glyph-static-layout-frame-scale-c37-frame-scale-0135-edge09-1280x736-s4500	6ad08f2	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	28057.481	15.798	302.516	291.922	0.4766	1.0000	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T195856166267Z-c2-lite-glyph-static-layout-frame-scale-c37-frame-scale-012-edge09-s6000-1280x736-s6000	6ad08f2	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	33325.367	15.103	260.364	280.970	0.6204	0.9999	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T195856201395Z-c2-lite-glyph-static-layout-frame-scale-c37-frame-scale-016-edge075-s6000-1280x736-s6000	6ad08f2	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	37237.412	14.437	302.271	252.567	0.4828	0.9999	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T200523125074Z-c2-lite-glyph-static-layout-frame-scale-c38-frame-scale-0125-edge09-seed1-1280x736-s4500	7e454ac	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	27971.467	14.109	302.153	245.223	0.6083	0.9999	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T200523455197Z-c2-lite-glyph-static-layout-frame-scale-c38-frame-scale-0125-edge09-aa15-1280x736-s4500	7e454ac	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	28030.520	15.040	664.138	348.090	0.5741	0.9999	0.9886	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T200522598368Z-c2-lite-glyph-static-layout-frame-scale-c38-frame-scale-014-edge09-seed1-1280x736-s4500	7e454ac	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	28026.941	15.399	302.015	226.067	0.5674	0.9999	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T200523977867Z-c2-lite-glyph-static-layout-frame-scale-c38-frame-scale-016-edge075-aa15-1280x736-s4500	7e454ac	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	28153.637	21.285	664.981	436.703	0.3758	0.9999	0.9886	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T200522438415Z-c2-lite-glyph-static-layout-frame-scale-c38-frame-scale-014-edge09-freq10-1280x736-s4500	7e454ac	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	28642.993	15.976	304.630	263.961	0.4977	0.9999	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T200522358885Z-c2-lite-glyph-static-layout-frame-scale-c38-frame-scale-0125-edge09-freq10-1280x736-s4500	7e454ac	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	28563.597	14.874	304.159	257.970	0.6912	0.9999	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T200521382062Z-c2-lite-glyph-static-layout-frame-scale-c38-frame-scale-014-edge09-aa15-1280x736-s4500	7e454ac	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	28007.740	15.482	664.974	262.947	0.5143	0.9999	0.9875	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T200521536221Z-c2-lite-glyph-static-layout-frame-scale-c38-frame-scale-014-edge09-aa2-1280x736-s4500	7e454ac	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	27994.911	15.410	1206.733	249.885	0.6820	1.0000	0.9919	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T200523177787Z-c2-lite-glyph-static-layout-frame-scale-c38-frame-scale-0125-edge09-cap24h128-1280x736-s4500	7e454ac	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	43338.543	17.428	361.556	266.155	0.6852	1.0000	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T200523658661Z-c2-lite-glyph-static-layout-frame-scale-c38-frame-scale-014-edge09-cap24h128-1280x736-s4500	7e454ac	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	43454.651	17.624	362.346	238.770	0.4645	0.9999	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T201039102790Z-c2-lite-glyph-static-layout-frame-scale-c39-frame-scale-014-edge09-aa175-freq10-1280x736-s4500	314e6df	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	28557.315	15.064	930.893	268.394	0.5488	1.0000	0.9864	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T201039018288Z-c2-lite-glyph-static-layout-frame-scale-c39-frame-scale-0125-edge09-freq10-aa15-1280x736-s4500	314e6df	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	28561.751	17.668	673.884	246.364	0.6574	1.0000	0.9881	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T201039036598Z-c2-lite-glyph-static-layout-frame-scale-c39-frame-scale-014-edge09-aa175-1280x736-s4500	314e6df	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	27987.516	15.145	924.355	266.649	0.6635	0.9999	0.9870	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T201039051345Z-c2-lite-glyph-static-layout-frame-scale-c39-frame-scale-0125-edge09-freq10-s6000-1280x736-s6000	314e6df	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	38049.180	15.478	304.284	257.650	0.6452	1.0000	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T201039058492Z-c2-lite-glyph-static-layout-frame-scale-c39-frame-scale-0125-edge09-freq10-train1536-1536x864-s5500	314e6df	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	43674.749	15.876	305.492	265.768	0.7000	1.0000	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T201039031764Z-c2-lite-glyph-static-layout-frame-scale-c39-frame-scale-014-edge09-freq10-s6000-1280x736-s6000	314e6df	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	38057.065	14.385	304.307	245.188	0.4025	0.9999	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T201039018420Z-c2-lite-glyph-static-layout-frame-scale-c39-frame-scale-014-edge09-freq10-cap24h128-1280x736-s4500	314e6df	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	43899.556	17.359	381.409	264.668	0.5556	0.9999	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T201039133519Z-c2-lite-glyph-static-layout-frame-scale-c39-frame-scale-014-edge09-freq10-train1536-1536x864-s5500	314e6df	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	43495.056	14.612	305.212	255.618	0.6667	1.0000	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T201039080943Z-c2-lite-glyph-static-layout-frame-scale-c39-frame-scale-0125-edge09-freq10-cap24h128-1280x736-s4500	314e6df	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	44003.247	17.237	381.753	268.938	0.6204	1.0000	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T201039066830Z-c2-lite-glyph-static-layout-frame-scale-c39-frame-scale-014-edge09-aa175-cap24h128-1280x736-s4500	314e6df	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	43409.828	17.528	1100.294	256.341	0.5049	0.9999	0.9880	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T201700816102Z-c2-lite-glyph-static-layout-frame-scale-c40-frame-scale-0145-edge09-freq10-train1536-1536x864-s5500	d57c4e0	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	43747.459	15.244	305.689	268.609	0.5566	1.0000	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T201700825834Z-c2-lite-glyph-static-layout-frame-scale-c40-frame-scale-016-edge09-freq10-train1536-1536x864-s5500	d57c4e0	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	43735.783	15.477	305.422	270.517	0.5660	1.0000	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T201700836238Z-c2-lite-glyph-static-layout-frame-scale-c40-frame-scale-0125-edge09-freq10-train1536-seed1-1536x864-s5500	d57c4e0	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	43745.262	14.632	305.401	253.923	0.7222	1.0000	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T201700834517Z-c2-lite-glyph-static-layout-frame-scale-c40-frame-scale-0125-edge09-freq12-train1536-1536x864-s5500	d57c4e0	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	44245.914	15.808	330.951	251.005	0.7032	0.9999	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T201700848726Z-c2-lite-glyph-static-layout-frame-scale-c40-frame-scale-0125-edge075-freq10-train1536-1536x864-s5500	d57c4e0	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	43764.706	15.752	305.515	257.142	0.6972	1.0000	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T201700805586Z-c2-lite-glyph-static-layout-frame-scale-c40-frame-scale-014-edge09-freq12-train1536-1536x864-s5500	d57c4e0	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	44352.946	25.507	330.929	346.021	0.5981	1.0000	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T201700816123Z-c2-lite-glyph-static-layout-frame-scale-c40-frame-scale-014-edge075-freq10-train1536-1536x864-s5500	d57c4e0	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	43454.425	14.898	305.156	275.714	0.5803	1.0000	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T201700811688Z-c2-lite-glyph-static-layout-frame-scale-c40-frame-scale-014-edge09-freq10-train1536-seed1-1536x864-s5500	d57c4e0	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	43681.106	15.816	305.323	239.945	0.3143	1.0000	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T201700812771Z-c2-lite-glyph-static-layout-frame-scale-c40-frame-scale-014-edge09-freq10-train1920-1920x1088-s6000	d57c4e0	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	61842.761	15.346	307.418	250.748	0.5860	1.0000	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T201700794779Z-c2-lite-glyph-static-layout-frame-scale-c40-frame-scale-0125-edge09-freq10-train1920-1920x1088-s6000	d57c4e0	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	62126.610	15.262	307.404	265.503	0.6606	1.0000	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T202326441635Z-c2-lite-glyph-static-layout-frame-scale-c41-frame-scale-0125-edge09-freq10-train1536-seed2-1536x864-s5500	6a1ea45	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	38774.865	13.713	249.647	311.575	0.7097	1.0000	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T202326484417Z-c2-lite-glyph-static-layout-frame-scale-c41-frame-scale-014-edge09-freq10-train1536-seed2-1536x864-s5500	6a1ea45	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	38683.075	14.016	249.697	266.805	0.6083	1.0000	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T202326471131Z-c2-lite-glyph-static-layout-frame-scale-c41-frame-scale-014-edge09-freq10-train1536-lr007-1536x864-s5500	6a1ea45	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	43595.370	16.475	305.649	269.812	0.5769	0.9999	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T202326428456Z-c2-lite-glyph-static-layout-frame-scale-c41-frame-scale-014-edge09-freq10-train1536-lr005-1536x864-s5500	6a1ea45	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	43697.378	14.479	305.293	258.936	0.4571	1.0000	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T202326481370Z-c2-lite-glyph-static-layout-frame-scale-c41-frame-scale-014-edge09-freq10-train1536-lr005-seed1-1536x864-s5500	6a1ea45	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	43611.930	15.377	305.221	270.186	0.6419	0.9999	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T202326534337Z-c2-lite-glyph-static-layout-frame-scale-c41-frame-scale-014-edge09-freq10-train1536-seed3-1536x864-s5500	6a1ea45	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	43761.832	15.205	305.729	279.927	0.6267	1.0000	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T202326441295Z-c2-lite-glyph-static-layout-frame-scale-c41-frame-scale-0125-edge09-freq10-train1536-seed3-1536x864-s5500	6a1ea45	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	43737.247	15.450	305.554	257.679	0.6636	1.0000	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T202326447249Z-c2-lite-glyph-static-layout-frame-scale-c41-frame-scale-016-edge09-freq10-train1536-lr007-1536x864-s5500	6a1ea45	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	43644.994	14.972	305.645	257.631	0.5673	1.0000	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T202326441159Z-c2-lite-glyph-static-layout-frame-scale-c41-frame-scale-014-edge09-freq12-train1536-seed1-1536x864-s5500	6a1ea45	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	44279.066	16.404	330.808	233.912	0.6452	1.0000	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T202326449149Z-c2-lite-glyph-static-layout-frame-scale-c41-frame-scale-014-edge09-freq10-train1536-lr007-seed1-1536x864-s5500	6a1ea45	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	43685.559	14.641	305.516	256.110	0.6849	1.0000	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T203024597035Z-c2-lite-glyph-static-layout-frame-scale-c42-frame-scale-0125-edge09-freq10-train1536-seed3-cosine-1536x864-s5500	0b435e1	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	43684.756	16.381	305.333	252.451	0.7064	0.9999	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T203024600757Z-c2-lite-glyph-static-layout-frame-scale-c42-frame-scale-014-edge09-freq10-train1536-cosine-seed1-1536x864-s5500	0b435e1	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	43617.727	14.885	305.505	257.201	0.3834	1.0000	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T203024751979Z-c2-lite-glyph-static-layout-frame-scale-c42-frame-scale-014-edge09-freq10-train1536-clip1-seed1-1536x864-s5500	0b435e1	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45282.015	14.952	305.640	260.179	0.6944	1.0000	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T203024484340Z-c2-lite-glyph-static-layout-frame-scale-c42-frame-scale-016-edge09-freq10-train1536-lr007-cosine-1536x864-s5500	0b435e1	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	43800.488	15.818	305.708	244.462	0.5395	0.9999	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T203025406737Z-c2-lite-glyph-static-layout-frame-scale-c42-frame-scale-014-edge09-freq10-train1536-lr007-cosine-seed1-1536x864-s5500	0b435e1	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	43561.563	14.789	305.189	249.292	0.6019	0.9999	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T203025041834Z-c2-lite-glyph-static-layout-frame-scale-c42-frame-scale-014-edge09-freq12-train1536-lr007-cosine-1536x864-s5500	0b435e1	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	44443.073	15.569	330.896	258.784	0.5495	0.9999	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T203025406720Z-c2-lite-glyph-static-layout-frame-scale-c42-frame-scale-014-edge09-freq10-train1536-cosine-1536x864-s5500	0b435e1	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	43917.804	70.510	305.823	425.189	0.5833	1.0000	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T203025769455Z-c2-lite-glyph-static-layout-frame-scale-c42-frame-scale-014-edge09-freq12-train1536-lr007-cosine-seed1-1536x864-s5500	0b435e1	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	44261.635	16.010	330.889	252.578	0.6091	0.9999	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T203025523036Z-c2-lite-glyph-static-layout-frame-scale-c42-frame-scale-014-edge09-freq10-train1536-lr007-cosine-1536x864-s5500	0b435e1	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	43632.715	16.708	305.107	564.388	0.5273	0.9999	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T203024496670Z-c2-lite-glyph-static-layout-frame-scale-c42-frame-scale-014-edge09-freq10-train1536-clip1-1536x864-s5500	0b435e1	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45253.129	15.310	305.509	258.506	0.5650	1.0000	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T203639915770Z-c2-lite-glyph-static-layout-frame-scale-c43-frame-scale-014-edge09-freq10-train1536-clip05-1536x864-s5500	6a3ba1d	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45218.636	19.488	305.432	260.802	0.7281	1.0000	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T203639934445Z-c2-lite-glyph-static-layout-frame-scale-c43-frame-scale-014-edge09-freq10-train1536-lr007-clip1-1536x864-s5500	6a3ba1d	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45238.714	15.610	305.434	261.373	0.7230	1.0000	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T203639910964Z-c2-lite-glyph-static-layout-frame-scale-c43-frame-scale-014-edge09-freq10-train1536-clip05-seed1-1536x864-s5500	6a3ba1d	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45529.531	73.512	305.815	540.428	0.6912	1.0000	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T203639958498Z-c2-lite-glyph-static-layout-frame-scale-c43-frame-scale-014-edge09-freq10-train1536-lr007-clip1-seed1-1536x864-s5500	6a3ba1d	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	39963.118	12.932	249.298	248.430	0.5755	1.0000	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T203639918024Z-c2-lite-glyph-static-layout-frame-scale-c43-frame-scale-014-edge09-freq10-train1536-clip2-1536x864-s5500	6a3ba1d	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45280.329	14.763	305.332	253.864	0.6977	1.0000	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T203639965905Z-c2-lite-glyph-static-layout-frame-scale-c43-frame-scale-014-edge09-freq10-train1536-clip05-seed3-1536x864-s5500	6a3ba1d	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45349.654	15.569	305.174	248.294	0.7156	1.0000	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T203639958482Z-c2-lite-glyph-static-layout-frame-scale-c43-frame-scale-014-edge09-freq10-train1536-clip2-seed1-1536x864-s5500	6a3ba1d	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45206.868	15.917	305.301	251.467	0.6759	1.0000	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T203639902901Z-c2-lite-glyph-static-layout-frame-scale-c43-frame-scale-014-edge09-freq10-train1536-clip05-seed2-1536x864-s5500	6a3ba1d	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45335.459	16.304	305.868	239.391	0.5213	1.0000	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T203639905471Z-c2-lite-glyph-static-layout-frame-scale-c43-frame-scale-014-edge09-freq10-train1536-clip1-seed3-1536x864-s5500	6a3ba1d	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45239.722	15.259	305.378	257.957	0.3553	0.9996	1.0000	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T203640094922Z-c2-lite-glyph-static-layout-frame-scale-c43-frame-scale-014-edge09-freq10-train1536-clip1-seed2-1536x864-s5500	6a3ba1d	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45220.492	16.202	306.012	264.817	0.7281	1.0000	1.0000	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T204146610856Z-c2-lite-glyph-c34-general-flow-014-edge1-seed2-1280x736-s4500	6a3ba1d	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	25214.066	13.664	257.969	245.807	0.7615	0.9968	0.9975	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T204146650554Z-c2-lite-glyph-responsive-squeeze-c34-general-responsive-014-edge1-seed0-1280x736-s4500	6a3ba1d	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	28280.361	14.269	299.664	256.859	0.8818	1.0000	0.9991	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T204146695230Z-c2-lite-glyph-c34-general-flow-014-edge09-seed0-1280x736-s4500	6a3ba1d	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	28202.695	14.627	299.819	263.267	0.7763	0.9968	0.9961	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T204146630478Z-c2-lite-glyph-c34-general-flow-014-edge1-seed0-1280x736-s4500	6a3ba1d	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	25213.445	13.730	257.736	244.253	0.7763	0.9969	0.9957	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T204146665795Z-c2-lite-glyph-c34-general-flow-014-edge1-seed1-1280x736-s4500	6a3ba1d	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	28225.930	15.510	299.803	264.968	0.8165	0.9969	0.9976	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T204146622518Z-c2-lite-glyph-c34-general-flow-0142-edge1-seed0-1280x736-s4500	6a3ba1d	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	28233.337	14.556	299.643	252.788	0.7854	0.9968	0.9954	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T204146715616Z-c2-lite-glyph-jiggle-c34-general-viewport-014-edge1-seed0-1280x736-s4500	6a3ba1d	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	28213.783	14.271	299.490	252.184	0.8571	0.9969	0.9974	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T204146694202Z-c2-lite-glyph-c34-general-flow-014-edge1-seed3-1280x736-s4500	6a3ba1d	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	28237.433	14.317	299.832	251.131	0.7964	0.9969	0.9968	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T204146655839Z-c2-lite-glyph-c34-general-flow-0141-edge1-seed0-1280x736-s4500	6a3ba1d	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	28270.518	16.006	299.835	262.760	0.7818	0.9969	0.9948	near_miss	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T204146689527Z-c2-lite-glyph-c34-general-flow-01415-edge1-seed0-1280x736-s4500	6a3ba1d	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	28294.365	15.496	300.585	259.247	0.8037	0.9966	0.9952	pass	C2-lite neural canvas: learned time-conditioned motion field with glyph-weighted sampling/loss
20260424T205231421850Z-c2-lite-glyph-static-layout-independent-regions-c44-regions-014-pan030-freq12-clip05-1536x864-s5500	61c927a	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45880.125	17.451	383.942	263.655	0.3085	0.9998	1.0000	near_miss	C4.4 neural canvas: stable content with independent coarse regions moving on separate timelines
20260424T205231547391Z-c2-lite-glyph-static-layout-independent-regions-c44-regions-010-pan024-clip05-seed1-1536x864-s5500	61c927a	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45302.687	15.521	386.721	248.270	0.5055	1.0000	1.0000	near_miss	C4.4 neural canvas: stable content with independent coarse regions moving on separate timelines
20260424T205231711848Z-c2-lite-glyph-static-layout-independent-regions-c44-regions-010-pan024-clip05-1536x864-s5500	61c927a	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45283.082	15.157	349.293	261.340	0.4061	1.0000	1.0000	near_miss	C4.4 neural canvas: stable content with independent coarse regions moving on separate timelines
20260424T205232024605Z-c2-lite-glyph-static-layout-independent-regions-c44-regions-014-pan030-clip1-1536x864-s5500	61c927a	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45402.735	34.058	428.287	619.625	0.3492	1.0000	1.0000	near_miss	C4.4 neural canvas: stable content with independent coarse regions moving on separate timelines
